"AreaTableId","MapId","ParentAreaTableId","AreaBit","Flags","Col5","Flag2","SoundProviderPref","SoundProviderPrefUnderwater","Col09","AmbienceID","ZoneMusic","ZoneName","STRING_FLAGS1","Team","LiquidTypeOverride1","LiquidTypeOverride2","LiquidTypeOverride3","LiquidTypeOverride4","MinElevation","AmbientMultiplier","MountFlags","UwIntroSound","UwAmbience","WorldPvpId","PvpCombatWorldStateID","WildBattlePetLevelMin","WildBattlePetLevelMax","WindSettingsID","Col29"
4286,571,3711,1960,2.003922,0,0,0,0,0,52675,0,77,"The Bones of Nozronn",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4287,571,3711,1962,2.003922,0,0,0,0,0,52714,0,78,"Kartak's Hold",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4288,571,3711,1964,2.003922,0,0,0,0,0,52741,0,78,"Sparktouched Haven",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4289,571,3711,1966,2.003922,0,0,0,0,428,52778,0,76,"The Path of the Lifewarden",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4290,571,3711,1968,2.003922,0,0,0,0,0,52828,0,76,"River's Heart",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4291,571,3711,1970,2.003922,0,0,0,0,0,52855,0,76,"Rainspeaker Canopy",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4292,571,3711,1972,2.003922,0,0,89,0,0,52892,0,76,"Frenzyheart Hill",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4293,571,3711,1974,2.003922,0,0,0,0,0,52925,0,76,"Wildgrowth Mangal",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4294,571,66,1976,2.003922,0,0,0,0,0,52960,0,75,"Heb'Valok",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4295,571,3711,1978,2.003922,0,0,0,0,0,52970,0,77,"The Sundered Shard",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4296,571,3711,1980,2.003922,0,0,0,0,427,53006,0,77,"The Lifeblood Pillar",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4297,571,3711,1982,2.003922,0,0,0,0,0,53046,0,77,"Mosswalker Village",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4298,609,0,1984,16448,0,0,0,37,205,53083,0,0,"Plaguelands: The Scarlet Enclave",0,0,0,0,0,-500,0,0,13,0,0,675,0,0,0,0
4299,571,66,1986,2.003922,0,0,0,0,0,53146,0,75,"Kolramas",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4300,571,3711,1988,2.003922,0,0,0,0,428,53155,0,78,"Waygate",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4302,571,3711,1992,2.004898,0,0,0,0,427,53163,0,77,"The Skyreach Pillar",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4303,571,3711,1994,2.003922,0,0,0,0,0,53201,0,77,"Hardknuckle Clearing",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4304,571,3711,1996,2.003922,0,0,0,0,0,53242,0,77,"Sapphire Hive",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4306,571,3711,2000,2.003922,0,0,0,0,0,53269,0,77,"Mistwhisper Refuge",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4307,571,3711,2002,2.004898,0,0,0,0,427,53306,0,77,"The Glimmering Pillar",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4308,571,3711,2004,2.003922,0,0,0,0,0,53348,0,77,"Spearborn Encampment",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4309,571,66,2006,2.003922,0,0,89,0,0,50210,0,74,"Drak'Tharon Keep",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4310,571,66,2008,2.003922,0,0,0,0,0,53389,0,74,"Zeramas",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4311,571,66,2010,2.003922,0,0,0,0,0,53397,0,74,"Reliquary of Agony",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4312,571,66,2012,2.503922,0,0,89,0,452,53433,0,74,"Ebon Watch",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4313,571,66,2014,2.003922,0,0,0,0,464,53454,0,74,"Thrym's End",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4314,571,66,2016,2.004899,0,0,0,0,0,53477,0,75,"Voltarus",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4315,571,66,2018,2.003922,0,0,0,0,0,53486,0,75,"Reliquary of Pain",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4316,571,66,2020,2.003922,0,0,0,0,0,53520,0,75,"Rageclaw Den",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4317,571,66,2022,2.503922,0,0,0,0,0,53545,0,75,"Light's Breach",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4318,571,66,2024,2.003922,0,0,0,0,0,53574,0,75,"Pools of Zha'Jin",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4319,571,66,2026,2.003922,0,0,0,0,0,53606,0,75,"Zim'Abwa",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4320,571,66,2028,2.003922,0,0,89,0,0,53615,0,75,"Amphitheater of Anguish",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4321,571,66,2030,2.003922,0,0,89,0,499,53661,0,76,"Altar of Rhunok",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4322,571,66,2032,2.003922,0,0,89,0,500,53691,0,76,"Altar of Har'koa",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4323,571,66,2034,2.503922,0,0,0,0,0,53723,0,76,"Zim'Torga",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4324,571,66,2036,2.003922,0,0,0,0,0,53733,0,76,"Pools of Jin'Alai",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4325,571,66,2038,2.003922,0,0,89,0,498,53767,0,76,"Altar of Quetz'lun",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4326,571,66,2040,2.003922,0,0,0,0,0,53803,0,76,"Heb'Drakkar",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4327,571,66,2042,2.003922,0,0,89,0,0,53815,0,76,"Drak'Mabwa",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4328,571,66,2044,2.003922,0,0,0,0,0,53826,0,76,"Zim'Rhuk",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4329,571,66,2046,2.003922,0,0,89,0,497,53835,0,77,"Altar of Mam'toth",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4342,609,4298,2048,6.25197,0,0,89,0,451,52501,0,55,"Acherus: The Ebon Hold",0,0,0,0,0,-500,0,0,13,0,0,675,0,0,0,0
4343,609,4298,2050,2.000015,0,0,0,0,453,53869,0,55,"New Avalon",0,0,0,0,0,-500,0,0,13,0,0,675,0,0,0,0
4344,609,4298,2052,2.000015,0,0,0,0,453,53890,0,55,"New Avalon Fields",0,0,0,0,0,-500,0,0,13,0,0,675,0,0,0,0
4345,609,4298,2054,2.000015,0,0,0,0,453,53924,0,55,"New Avalon Orchard",0,0,0,0,0,-500,0,0,13,0,0,675,0,0,0,0
4346,609,4298,2056,2.000015,0,0,0,0,453,53960,0,55,"New Avalon Town Hall",0,0,0,0,0,-500,0,0,13,0,0,675,0,0,0,0
4347,609,4298,2058,2.000015,0,0,0,0,450,53999,0,55,"Havenshire",0,0,0,0,0,-500,0,0,13,0,0,675,0,0,0,0
4348,609,4298,2060,2.000015,0,0,0,0,450,54010,0,55,"Havenshire Farms",0,0,0,0,0,-500,0,0,13,0,0,675,0,0,0,0
4349,609,4298,2062,2.000015,0,0,0,0,450,54043,0,55,"Havenshire Lumber Mill",0,0,0,0,0,-500,0,0,13,0,0,675,0,0,0,0
4350,609,4298,2064,2.000015,0,0,0,0,450,54087,0,55,"Havenshire Stables",0,0,0,0,0,-500,0,0,13,0,0,675,0,0,0,0
4351,609,4298,2066,2.000015,0,0,0,0,453,54124,0,55,"Scarlet Hold",0,0,0,0,0,-500,0,0,13,0,0,675,0,0,0,0
4352,609,4298,2068,2.000015,0,0,89,0,453,54149,0,55,"Chapel of the Crimson Flame",0,0,0,0,0,-500,0,0,13,0,0,675,0,0,0,0
4353,609,4298,2070,2.000015,0,0,0,0,454,54201,0,55,"Light's Point Tower",0,0,0,0,0,-500,0,0,13,0,0,675,0,0,0,0
4354,609,4298,2072,2.000015,0,0,0,0,454,54239,0,55,"Light's Point",0,0,0,0,0,-500,0,0,13,0,0,675,0,0,0,0
4355,609,4298,2074,2.000015,0,0,89,0,450,54266,0,55,"Crypt of Remembrance",0,0,0,0,0,-500,0,0,13,0,0,675,0,0,0,0
4356,609,4298,2076,2.000015,0,0,89,0,452,54306,0,55,"Death's Breach",0,0,0,0,0,-500,0,0,13,0,0,675,0,0,0,0
4357,609,4298,2078,2.000015,0,0,0,0,205,24365,0,58,"The Noxious Glade",0,0,0,0,0,-500,0,0,13,0,0,675,0,0,0,0
4358,609,4298,2080,2.000015,0,0,0,0,455,24241,0,55,"Tyr's Hand",0,0,0,0,0,-500,0,0,13,0,0,675,0,0,0,0
4359,609,4298,2082,2.000015,0,0,0,0,453,54335,0,55,"King's Harbor",0,0,0,0,0,-500,0,0,13,0,0,675,0,0,0,0
4360,609,4298,2084,2.000015,0,0,0,0,453,54362,0,55,"Scarlet Overlook",0,0,0,0,0,-500,0,0,13,0,0,675,0,0,0,0
4361,609,4298,2086,2.000015,0,0,0,0,455,24302,0,58,"Light's Hope Chapel",0,0,0,0,0,-500,0,0,13,0,0,675,0,0,0,0
4362,609,4298,2088,2.000015,0,0,0,0,0,49789,0,55,"Sinner's Folly",0,0,0,0,0,-500,0,0,13,0,0,675,0,0,0,0
4363,609,4298,2090,2.000015,0,0,0,0,205,26210,0,55,"Pestilent Scar",0,0,0,0,0,-500,0,0,13,0,0,675,0,0,0,0
4364,609,4298,2092,2.000015,0,0,89,0,0,24340,0,55,"Browman Mill",0,0,0,0,0,-500,0,0,13,0,0,675,0,0,0,0
4365,609,4298,2094,2.000015,0,0,0,0,450,54395,0,55,"Havenshire Mine",0,0,0,0,0,-500,0,0,13,0,0,675,0,0,0,0
4366,571,394,2096,2.003922,0,0,0,0,0,54426,0,74,"Ursoc's Den",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4367,571,3711,2098,2.003922,0,0,0,0,0,54449,0,77,"The Blight Line",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4368,571,3711,2100,2.003922,0,0,0,0,0,54479,0,77,"The Bonefields",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4369,571,3711,2102,2.003922,0,0,89,0,0,54508,0,77,"Dorian's Outpost",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4371,571,66,2105,2.003922,0,0,0,0,497,54541,0,77,"Mam'toth Crater",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4372,571,66,2107,2.003922,0,0,0,0,0,54572,0,77,"Zol'Maz Stronghold",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4373,571,66,2109,2.003922,0,0,0,0,0,54609,0,77,"Zol'Heb",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4374,571,66,2111,2.003922,0,0,0,0,0,54617,0,75,"Rageclaw Lake",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4375,571,66,2113,2.003922,0,0,0,0,0,54644,0,77,"Gundrak",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4376,571,3711,2115,2.003922,0,0,0,0,426,54652,0,77,"The Savage Thicket",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4377,609,4298,2117,2.000015,0,0,0,0,453,54688,0,55,"New Avalon Forge",0,0,0,0,0,-500,0,0,13,0,0,675,0,0,0,0
4378,617,0,2119,67174528,0,0,0,0,0,54720,0,0,"Dalaran Arena",0,0,0,0,0,-500,0,0,13,0,0,675,0,0,0,0
4379,571,495,2121,5.007859,0,0,0,0,458,44209,0,70,"Valgarde",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4380,571,495,2123,4.007858,0,0,0,0,0,54747,0,70,"Westguard Inn",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4381,1,490,2125,2.003922,0,0,0,0,0,53155,0,0,"Waygate",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4382,1,490,2127,2.003922,0,0,0,0,0,54774,658,55,"The Shaper's Terrace",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4383,571,3711,2129,2.003922,0,0,0,0,0,54814,0,77,"Lakeside Landing",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4384,607,0,2131,0,0,0,0,463,243,54847,0,0,"Strand of the Ancients",0,0,0,0,0,-500,0,0,13,0,0,675,0,0,0,0
4385,571,3711,2133,2.003922,0,0,89,0,428,54890,0,77,"Bittertide Lake",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4386,571,3711,2135,2.003922,0,0,0,0,0,54921,0,77,"Rainspeaker Rapids",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4387,571,3711,2137,2.003922,0,0,89,0,0,54961,0,77,"Frenzyheart River",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4388,571,3711,2139,2.003922,0,0,0,0,0,55001,0,77,"Wintergrasp River",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4389,571,3711,2141,2.004898,0,0,0,0,427,55036,0,77,"The Suntouched Pillar",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4390,571,66,2143,2.003922,0,0,89,0,0,55078,0,75,"Frigid Breach",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4391,571,3711,2145,2.003922,0,0,0,0,0,55105,0,77,"Swindlegrin's Dig",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4392,571,3711,2147,2.003922,0,0,0,0,0,55140,0,80,"The Stormwright's Shelf",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4393,571,3711,2149,2.003922,0,0,89,0,0,55186,0,77,"Death's Hand Encampment",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4394,609,4298,2151,2.000015,0,0,0,0,453,55232,0,55,"Scarlet Tavern",0,0,0,0,0,-500,0,0,13,0,0,675,0,0,0,0
4395,571,0,2153,18728,0,0,89,468,431,55261,546,75,"Dalaran",6,0,0,0,0,-500,0,0,15,0,0,675,0,0,20,23
4396,571,65,2155,2.003922,0,0,0,0,0,55269,0,73,"Nozzlerust Post",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4399,571,3537,2161,2.003922,0,0,89,0,0,55300,0,70,"Farshire Mine",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4400,571,3711,2163,2.004898,0,0,0,0,427,55327,0,77,"The Mosslight Pillar",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4401,571,3537,2165,2.004898,0,0,0,0,0,55367,0,71,"Saragosa's Landing",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4402,571,495,2167,2.003922,0,0,0,0,0,55404,0,70,"Vengeance Lift",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4403,571,495,2169,2.003922,0,0,0,0,0,55433,0,70,"Balejar Watch",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4404,571,495,2171,3.003929,0,0,0,0,0,55460,0,70,"New Agamand Inn",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4405,601,4277,2173,2,0,0,0,0,0,55490,0,73,"Passage of Lost Fiends",0,0,0,0,0,-500,0,0,13,0,0,675,0,0,0,0
4406,618,0,2175,67174528,0,0,0,25,243,55533,0,0,"The Ring of Valor",0,0,0,0,0,-500,0,0,13,0,0,675,0,0,0,0
4407,30,2597,2177,2.003906,0,0,0,0,0,55566,0,0,"Hall of the Frostwolf",0,0,0,0,0,-500,0,0,13,0,0,675,0,0,0,0
4408,30,2597,2179,2.003906,0,0,0,0,0,55607,0,0,"Hall of the Stormpike",0,0,0,0,0,-500,0,0,13,0,0,675,0,0,0,0
4411,0,1519,2185,2.003981,0,0,0,446,717,55648,0,0,"Stormwind Harbor",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4412,571,3711,2187,2.004898,0,0,0,0,425,55681,0,77,"The Makers' Overlook",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4413,571,3711,2189,2.004898,0,0,0,0,425,55721,0,77,"The Makers' Perch",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4414,571,65,2191,2.003922,0,0,0,0,0,55755,0,74,"Scarlet Tower",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4415,608,0,2193,0,4,0,0,0,0,55782,0,0,"The Violet Hold",0,0,0,0,0,-500,0,0,13,0,0,675,0,0,0,0
4416,604,0,2195,0,4,0,0,0,0,54644,0,0,"Gundrak",0,0,0,0,0,-500,0.7,0,13,0,0,675,0,0,0,0
4417,571,210,2197,2.003923,0,0,0,0,447,55812,0,80,"Onslaught Harbor",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4418,571,67,2199,2.503922,0,0,0,0,0,55845,0,77,"K3",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4419,571,67,2201,2.003922,0,0,0,0,0,55848,0,77,"Snowblind Hills",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4420,571,67,2203,2.003922,0,0,0,0,0,55879,0,77,"Snowblind Terrace",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4421,571,67,2205,2.003922,0,0,0,0,0,55914,0,77,"Garm",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4422,571,67,2207,2.003922,0,0,89,0,458,55919,0,77,"Brunnhildar Village",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4423,571,67,2209,2.003922,0,0,0,0,458,55958,0,78,"Sifreldar Village",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4424,571,67,2211,2.003922,0,0,0,0,458,55993,0,78,"Valkyrion",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4425,571,67,2213,2.003922,0,0,0,0,0,56003,0,78,"The Forlorn Mine",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4426,571,67,2215,2.003922,0,0,89,0,0,56035,0,77,"Bor's Breath River",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4427,571,67,2217,2.003922,0,0,89,0,453,56071,0,77,"Argent Vanguard",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4428,571,67,2219,2.503922,0,0,0,0,0,56102,0,78,"Frosthold",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4429,571,67,2221,2.503922,0,0,0,0,0,56112,0,78,"Grom'arsh Crash-Site",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4430,571,67,2223,2.003922,0,0,0,0,458,56153,0,80,"Temple of Storms",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4431,571,67,2225,513.004,0,0,89,0,0,56185,0,78,"Engine of the Makers",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4432,571,67,2227,2.003922,0,0,0,0,0,56224,0,78,"The Foot Steppes",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4433,571,67,2229,2.003922,0,0,89,0,0,56256,0,78,"Dragonspine Peaks",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4434,571,67,2231,2.003922,0,0,0,0,0,56291,0,79,"Nidavelir",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4435,571,67,2233,2.003922,0,0,0,0,0,56301,0,79,"Narvir's Cradle",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4436,571,67,2235,2.003922,0,0,0,0,0,56332,0,79,"Snowdrift Plains",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4437,571,67,2237,2.003922,0,0,0,0,0,56365,0,79,"Valley of Ancient Winters",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4438,571,67,2239,2.003922,0,0,89,0,458,56414,0,80,"Dun Niffelem",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4439,571,67,2241,2.003922,0,0,0,0,0,56439,0,80,"Frostfield Lake",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4440,571,67,2243,2.003922,0,0,0,0,0,56470,0,80,"Thunderfall",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4441,571,67,2245,2.503922,0,0,89,0,0,56482,0,80,"Camp Tunka'lo",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4442,571,67,2247,2.003922,0,0,89,0,0,56509,0,80,"Brann's Base-Camp",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4443,571,67,2249,2.003922,0,0,0,0,0,56544,0,80,"Gate of Echoes",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4444,571,67,2251,2.003922,0,0,0,0,419,56572,0,80,"Plain of Echoes",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4445,571,67,2253,2.003922,0,0,0,0,0,52372,0,80,"Ulduar",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4446,571,67,2255,2.003922,0,0,0,0,236,56602,0,80,"Terrace of the Makers",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4447,571,67,2257,2.003922,0,0,0,0,0,56643,0,80,"Gate of Lightning",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4448,571,67,2259,2.003922,0,0,0,0,0,49855,0,80,"Path of the Titans",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4449,571,67,2261,2.003922,0,0,0,0,0,56677,0,80,"Uldis",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4450,571,67,2263,2.003922,0,0,0,0,0,56683,0,80,"Loken's Bargain",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4451,571,67,2265,2.003922,0,0,89,0,0,56714,0,77,"Bor's Fall",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4452,571,67,2267,2.003922,0,0,89,0,0,56735,0,77,"Bor's Breath",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4453,571,67,2269,2.003922,0,0,0,0,0,56760,0,77,"Rohemdal Pass",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4454,571,67,2271,2.003922,0,0,0,0,0,56787,0,78,"The Storm Foundry",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4455,571,67,2273,2.003922,0,0,0,0,0,56821,0,79,"Hibernal Cavern",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4456,571,394,2275,2.003922,0,0,0,0,0,56852,0,74,"Voldrune Dwelling",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4457,571,67,2277,2.003922,0,0,0,0,0,56887,0,77,"Torseg's Rest",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4458,571,67,2279,2.003922,0,0,0,0,0,56914,0,77,"Sparksocket Minefield",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4459,571,67,2281,2.003922,0,0,0,0,0,56957,0,77,"Ricket's Folly",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4460,571,67,2283,2.003922,0,0,0,0,0,56986,0,77,"Garm's Bane",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4461,571,67,2285,2.003922,0,0,0,0,0,57009,0,77,"Garm's Rise",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4462,571,67,2287,2.003922,0,0,89,0,0,57032,0,77,"Crystalweb Cavern",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4463,571,67,2289,2.003922,0,0,0,0,0,57067,0,80,"Temple of Life",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4464,571,67,2291,2.003922,0,0,0,0,0,57095,0,80,"Temple of Order",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4465,571,67,2293,2.003922,0,0,0,0,0,57125,0,80,"Temple of Winter",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4466,571,67,2295,2.003922,0,0,0,0,0,57157,0,80,"Temple of Invention",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4467,571,210,2297,2.003923,0,0,0,0,0,57195,0,80,"Death's Rise",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4468,571,66,2299,2.003922,0,0,0,0,0,57220,0,75,"The Dead Fields",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4469,571,66,2301,2.003922,0,0,89,0,0,57250,0,75,"Dargath's Demise",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4470,571,210,2303,2.003923,0,0,0,0,0,57283,0,80,"The Hidden Hollow",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4471,451,4019,2305,2.003922,0,0,89,400,269,57317,483,0,"Bernau's Happy Fun Land",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4472,571,67,2307,2.003922,0,0,0,0,0,57362,0,77,"Frostgrip's Hollow",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4473,571,67,2309,2.003922,0,0,0,0,0,57399,0,78,"The Frigid Tomb",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4474,571,495,2311,2.003922,0,0,0,0,0,57429,0,70,"Twin Shores",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4475,571,394,2313,2.003922,0,0,0,0,0,57452,0,74,"Zim'bo's Hideout",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4476,571,67,2315,2.003922,0,0,89,0,0,57485,0,77,"Abandoned Camp",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4477,571,210,2317,2.003923,0,0,0,0,0,57514,0,80,"The Shadow Vault",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4478,571,65,2319,2.003922,0,0,89,0,0,57546,0,71,"Coldwind Pass",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4479,571,495,2321,2.003922,0,0,0,0,0,57573,0,71,"Winter's Breath Lake",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4480,571,394,2323,2.003922,0,0,0,0,0,57613,0,73,"The Forgotten Overlook",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4481,571,66,2325,2.003922,0,0,0,0,0,57657,0,74,"Jintha'kalar Passage",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4482,571,394,2327,2.003922,0,0,89,0,0,57698,0,73,"Arriga Footbridge",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4483,571,3711,2329,2.003922,0,0,0,0,0,57733,0,76,"The Lost Passage",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4484,571,67,2331,2.003922,0,0,89,0,0,57765,0,78,"Bouldercrag's Refuge",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
4485,571,67,2333,2.003922,0,0,0,0,0,57806,0,78,"The Inventor's Library",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
